"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000049247",34.8676791253571,22.9458667579041,2.19498079532475,10.4537893027484,1.40785300059694e-25,5.94733421572173e-22
"ENSG00000065325",19.8961359109403,23.1582390853973,2.50058217058469,9.2611390090742,2.02262889472677e-20,4.27219675144189e-17
"ENSG00000079689",29.6486625539559,23.2569931887781,2.44366314818452,9.51726640640159,1.77794313451446e-21,4.69421436090181e-18
"ENSG00000101280",19.4533607541458,22.6458454053134,2.95658922136997,7.65944935523382,1.8673196649346e-14,1.09559794340968e-11
"ENSG00000101850",9.13950887893683,-23.5848161705356,2.55589443214588,-9.22761749229769,2.7671822057226e-20,4.87070187910607e-17
"ENSG00000104938",17.3622109577228,22.1943626091509,2.65286637369569,8.36618188884956,5.95153022727468e-17,4.83493159463445e-14
"ENSG00000112984",27.7824417028171,9.63062349452403,1.84674205666961,5.2149261775582,1.83890454691419e-07,6.16529235554311e-05
"ENSG00000124568",52.3117194500323,23.4635108237563,3.23172912341335,7.26035813266866,3.86066772325838e-13,1.81211163668141e-10
"ENSG00000129151",35.0678889071836,9.35970057964187,2.05290051301961,4.55925677853463,5.13349724491925e-06,0.00148533875078335
"ENSG00000135094",39.1362445822098,22.7719270840089,2.60217209344952,8.75112262610646,2.11240678102292e-18,2.47879200159811e-15
"ENSG00000141293",19.1485320556983,9.23075241193277,1.85910616552566,4.96515615036044,6.86458152701355e-07,0.00022306721694397
"ENSG00000141433",6.88175070098273,21.0435571339926,3.25220180444574,6.47055699471851,9.76423139326159e-11,3.49559483878765e-08
"ENSG00000143278",16.0359857106763,22.4192852743899,2.64389390638211,8.47964633538124,2.25879489383297e-17,1.98792773948084e-14
"ENSG00000145920",8.88365915023063,-23.5388333988315,3.23278746365722,-7.28128083378619,3.30665511892507e-13,1.58734475958944e-10
"ENSG00000150625",22.8689626216628,7.55369037625342,1.65612384075701,4.56106614152758,5.08945450692766e-06,0.00148533875078335
"ENSG00000150656",45.4215300550385,24.1073687689186,1.69582576536889,14.2157108714966,7.32042785468355e-46,1.54622077146626e-41
"ENSG00000152315",22.3276959695422,22.8630736616642,2.64252289524593,8.65198697154007,5.06104238078009e-18,5.62628090351774e-15
"ENSG00000158731",10.7248939085328,22.0905478639174,2.4559930693778,8.99454812774118,2.37205969723043e-19,3.13141530780632e-16
"ENSG00000158865",24.6471309646729,22.4062255873344,3.2508236673163,6.89247645530762,5.48293692792011e-12,2.06804631770587e-09
"ENSG00000159650",18.9698395862463,22.1729072312795,2.62817286562491,8.43662436413116,3.26634098582133e-17,2.75966617210073e-14
"ENSG00000168282",97.8942432422783,24.9143540203748,2.90404048698792,8.57920340023083,9.55324166702738e-18,9.60874145195011e-15
"ENSG00000174871",8.7867344969972,22.5436014773821,3.22303773547593,6.99451986839774,2.66168863185019e-12,1.02218522330799e-09
"ENSG00000177380",36.3970497385658,23.7992836318966,2.39776514587127,9.92561080174046,3.22124396510972e-23,1.13398525051746e-19
"ENSG00000178015",8.43747723522007,-15.563771747068,3.28979155559199,-4.7309294476766,2.23494191900892e-06,0.000694212400195682
"ENSG00000182327",35.0184863988977,23.4035392553537,2.1882507018562,10.6950904827777,1.0731486038219e-26,5.66676120248155e-23
"ENSG00000185332",8.87405439298352,21.5575717889875,2.50586505457666,8.60284625048552,7.77631173451428e-18,8.21256282282053e-15
"ENSG00000185905",32.3415849689415,6.23083706720329,1.32090910283039,4.71708238958465,2.3925082212021e-06,0.000732384907945372
"ENSG00000186732",65.5021203175514,9.6918323727402,1.98717675170804,4.87718687550554,1.07609477915769e-06,0.000344382938263164
"ENSG00000187066",7.67918357058049,-23.0039614111468,2.60595622969141,-8.82745502362904,1.07084412852012e-18,1.3304923342707e-15
"ENSG00000204315",30.3396148488741,6.76535470119861,1.64171059937159,4.1209179643405,3.77365789552353e-05,0.0098403953171911
"ENSG00000204876",52.0656180689912,10.0103119515695,2.23112436894458,4.48666694286736,7.23460337544372e-06,0.00203745723328163
"ENSG00000215595",12.7031360154014,22.5069540565469,2.48933037336294,9.04136883451965,1.54722032738076e-19,2.17869251699577e-16
"ENSG00000222001",10.4717290684617,-23.0326794301279,3.23328702483711,-7.1236111279939,1.05135408393589e-12,4.35425509037135e-10
"ENSG00000223443",16.2771936934571,21.9439848366749,2.4201712023527,9.06712087778858,1.2220331404687e-19,1.84369885664143e-16
"ENSG00000225756",31.8870410790659,23.0764395217967,2.40733346746761,9.58589237164219,9.16617973735698e-22,2.76582926303506e-18
"ENSG00000227218",12.4293271429436,-24.0270814421603,2.81748821059848,-8.5278374375368,1.49108876086706e-17,1.36933812204496e-14
"ENSG00000227262",12.4529760271863,21.101520695263,3.0028026789684,7.0272751663164,2.10605781037646e-12,8.23780612421695e-10
"ENSG00000228133",7.01461829739452,21.6879127390085,3.25155549152557,6.67001156693558,2.55783264422084e-11,9.314920881247e-09
"ENSG00000228395",9.01116847109451,-23.221706244809,2.92262194631393,-7.9455046432183,1.93401810081345e-15,1.27657282266818e-12
"ENSG00000233223",21.891946595708,8.24444799742847,1.90006710305903,4.33902991328845,1.4311304392343e-05,0.00397741278125091
"ENSG00000234287",49.428810850474,10.7648229874943,2.30915736309493,4.66179705183293,3.13460219924606e-06,0.000945843823606788
"ENSG00000234354",27.078525374147,23.9086032217778,3.25045505239861,7.3554634155408,1.90265863626375e-13,9.56856088456260e-11
"ENSG00000234817",32.2348934365092,-9.63190399099679,1.78453153589193,-5.39744117560951,6.75980258965507e-08,2.34066475899499e-05
