"","p.value","cor_estimate"
"ENSG00000107796",1.33500741598402e-26,0.928324452036139
"ENSG00000107929",4.78785562189566e-33,0.957634278804995
"ENSG00000107959",1.15347497874614e-30,0.94859309388176
"ENSG00000108010",4.240542120134e-18,0.853978015281387
"ENSG00000108064",1.30768779761628e-32,0.956108831769928
"ENSG00000108107",2.39595046889493e-29,0.942764760041492
"ENSG00000108179",1.29526221679504e-20,0.88206993785475
"ENSG00000108298",1.49414803557233e-15,0.817967965228445
"ENSG00000108312",1.47561237612657e-32,0.955921671330551
"ENSG00000108344",1.4918929620503e-26,0.928039407391658
"ENSG00000108518",5.17239068502642e-28,0.936166730867913
"ENSG00000108528",2.45290641186865e-29,0.942717063473137
"ENSG00000108582",1.13961974009925e-27,0.934346564012979
"ENSG00000108654",1.75581247316329e-32,0.955650900498459
"ENSG00000108679",2.97106774355412e-20,0.878426289828176
"ENSG00000108774",2.99520025351286e-30,0.946828572228766
"ENSG00000108784",5.60518992061836e-32,0.953798992991148
"ENSG00000108797",4.28471924940957e-35,0.96410361185031
"ENSG00000108828",1.25772072507803e-28,0.939295939076375
"ENSG00000108829",1.08751405926772e-25,0.922739799414158
"ENSG00000108848",5.7246625679792e-33,0.957366985340355
"ENSG00000108861",8.14764102320212e-22,0.893395104676165
"ENSG00000108946",8.50268195597991e-30,0.944827898748831
"ENSG00000108953",3.95276946096857e-35,0.964205010912797
"ENSG00000108960",4.66710386433824e-34,0.960964361798288
"ENSG00000109072",7.01517164800258e-32,0.953431982442946
"ENSG00000109079",3.70827006632842e-27,0.931527420960089
"ENSG00000109084",1.1700227512857e-33,0.959682870261862
"ENSG00000109099",4.29248625333305e-17,0.840793688448136
"ENSG00000109107",1.01848077368438e-26,0.929013838639728
"ENSG00000109113",1.83579194379291e-29,0.943302560836997
"ENSG00000109270",1.17705697444771e-33,0.959674373232675
"ENSG00000109323",7.74217792759934e-33,0.956911498099293
"ENSG00000109332",1.77615821807124e-32,0.955632897475058
"ENSG00000109390",4.63437271072487e-19,0.865485257142206
"ENSG00000109472",1.60698980276324e-26,0.927848094665349
"ENSG00000109606",1.09945258264487e-34,0.962896762089846
"ENSG00000109618",3.21083248211435e-32,0.9546975746764
"ENSG00000109756",6.81254479086647e-34,0.960442091546524
"ENSG00000109846",3.27314560327936e-23,0.90512721111611
"ENSG00000109971",3.17983494853181e-25,0.919710031337691
"ENSG00000110047",7.14947618080328e-33,0.957032140442549
"ENSG00000110048",1.93324327715319e-33,0.958964623622428
"ENSG00000110066",1.36403603324481e-30,0.948287456793908
"ENSG00000110200",9.66587603856716e-27,0.929146260924572
"ENSG00000110321",6.8304160721702e-36,0.966341831946825
"ENSG00000110330",1.39051860536538e-33,0.95943738717297
"ENSG00000110344",3.27830882180149e-36,0.967196398283815
"ENSG00000110422",7.13140838203977e-38,0.971308768831375
"ENSG00000110442",1.40512946953634e-33,0.9594224764526
"ENSG00000110583",3.76816333527774e-34,0.961256675733247
"ENSG00000110651",5.86935464331804e-21,0.885435739024089
"ENSG00000110696",1.50832560104696e-28,0.938902869881474
"ENSG00000110700",5.61923814729443e-25,0.918052222760646
"ENSG00000110711",7.07656488800465e-24,0.910231374233043
"ENSG00000110713",2.63091314186263e-32,0.955014485170812
"ENSG00000110717",2.04882654264279e-19,0.869478021254009
"ENSG00000110844",2.36328220217191e-31,0.9513929469185
"ENSG00000110906",1.64339322127745e-32,0.955754152510841
"ENSG00000110917",4.27788782138513e-35,0.964105621124781
"ENSG00000110955",2.28459289080069e-27,0.932699632033786
"ENSG00000111057",8.19796846779307e-21,0.88402755989429
"ENSG00000111231",1.19897224644221e-32,0.956242792730412
"ENSG00000111371",3.2395917677312e-35,0.964453959946357
"ENSG00000111452",3.49568244891185e-32,0.954561654883781
"ENSG00000111640",3.14981561672785e-24,0.91281193846923
"ENSG00000111642",5.95316047654399e-34,0.960629100752453
"ENSG00000111669",7.14312545888831e-22,0.893904222691382
"ENSG00000111674",5.56953436897765e-24,0.911003070420845
"ENSG00000111678",5.15725940314354e-30,0.945796083770835
"ENSG00000111707",2.38217201399583e-32,0.955171645169182
"ENSG00000111775",9.80320853394759e-30,0.944549048826999
"ENSG00000111785",1.29952246333066e-33,0.959533797303583
"ENSG00000111832",1.80358164434493e-19,0.870090090434949
"ENSG00000111846",1.29164290314106e-34,0.962686341475101
"ENSG00000112079",1.40260662635195e-37,0.970622155002869
"ENSG00000112096",7.99070760266813e-23,0.902012913570005
"ENSG00000112175",3.40109428620887e-24,0.912570610377966
"ENSG00000112245",4.13235417557978e-36,0.966929277946329
"ENSG00000112306",7.07169080537309e-18,0.85117088866324
"ENSG00000112394",7.30835214979065e-32,0.95336469351428
"ENSG00000112419",4.96573380397109e-26,0.924878068559582
"ENSG00000112473",2.64555091490786e-33,0.958509365190642
"ENSG00000112559",4.90492259697864e-32,0.954015871562827
"ENSG00000112561",6.19608525333074e-33,0.957248070367478
"ENSG00000112640",1.22695766004435e-31,0.952504544213637
"ENSG00000112658",3.13440680733837e-33,0.958261131337729
"ENSG00000112659",6.53456701497754e-33,0.957167953723503
"ENSG00000112759",3.27632039354236e-33,0.958196055408865
"ENSG00000112769",2.48370585434615e-32,0.955105666317354
"ENSG00000112851",2.4908952509602e-23,0.906059243249227
"ENSG00000112855",5.9828932777389e-32,0.953692636228736
"ENSG00000112902",9.98630706020223e-37,0.968533764162558
"ENSG00000112977",3.43967761102287e-33,0.958124429371429
"ENSG00000112992",3.06710720809317e-35,0.964522106573782
"ENSG00000112996",5.14257320114073e-33,0.957527581476699
"ENSG00000113013",5.63998715586994e-27,0.930495595693226
"ENSG00000113068",9.84359128684319e-30,0.944540973279048
"ENSG00000113140",9.25894685024064e-33,0.956639231387979
"ENSG00000113141",5.21179308257709e-30,0.945775895651846
"ENSG00000113273",2.6420816105462e-41,0.978222249588828
"ENSG00000113328",6.93433547658243e-33,0.957078330945223
"ENSG00000113360",3.33444266604426e-33,0.958170184164799
"ENSG00000113407",2.0534928377935e-28,0.938229378323074
"ENSG00000113558",2.73174173566793e-27,0.932269483756178
"ENSG00000113657",6.15634342173046e-44,0.982364590713404
"ENSG00000113716",7.5781380898959e-24,0.910009419803778
"ENSG00000113719",6.26676148620327e-36,0.96644325737884
"ENSG00000113732",2.80324606403342e-30,0.946953031430448
"ENSG00000113739",7.45740586660629e-27,0.929799323188751
"ENSG00000113758",3.98101144089842e-20,0.877113569765307
"ENSG00000113851",2.11260331921081e-30,0.947481194354284
"ENSG00000114030",3.31528918149093e-33,0.958178661360126
"ENSG00000114120",1.55364267492794e-35,0.965358228202708
"ENSG00000114127",6.64806808627504e-34,0.960476052721926
"ENSG00000114315",1.24269498849213e-24,0.91568150380072
"ENSG00000114353",2.53680266991145e-23,0.905997221075088
"ENSG00000114354",4.08404829082778e-32,0.954311819714422
"ENSG00000114391",7.35136921727643e-24,0.910107961653036
"ENSG00000114480",1.93705953490248e-31,0.951732988472458
"ENSG00000114554",1.13279596241882e-31,0.952638158963114
"ENSG00000114739",6.4601610198843e-33,0.957185216353932
"ENSG00000114854",9.57560387778358e-17,0.835924654872439
"ENSG00000114867",3.10437482682114e-27,0.931960025083358
"ENSG00000114902",1.73970863637181e-34,0.962294167736285
"ENSG00000114923",7.31123320475441e-26,0.923830665258984
"ENSG00000114942",6.20081525510771e-28,0.93575354190047
"ENSG00000114978",4.13546094691711e-35,0.964148232290192
"ENSG00000114993",9.45740233065619e-33,0.956606840946435
"ENSG00000115020",1.06938461174546e-35,0.965808860637118
"ENSG00000115084",9.45608593413019e-29,0.939907721433083
"ENSG00000115109",1.14090792891388e-32,0.956319219972422
"ENSG00000115183",1.16168372151305e-26,0.928679571161108
"ENSG00000115234",2.74451148948578e-27,0.932258223031958
"ENSG00000115306",5.11123309434091e-24,0.911278087077041
"ENSG00000115310",5.82178257012389e-30,0.945562997051456
"ENSG00000115419",1.91311990641312e-32,0.95551664225388
"ENSG00000115464",2.19683505088712e-34,0.961984005877454
"ENSG00000115486",2.36830200691333e-31,0.951389305858568
"ENSG00000115561",2.4859290977733e-38,0.972346264348015
"ENSG00000115590",4.54624456247446e-32,0.954138814647323
"ENSG00000115641",3.05482907207727e-22,0.897129678574312
"ENSG00000115652",8.50896027907226e-35,0.963229007000367
"ENSG00000115677",8.01939471446915e-35,0.96330539690236
"ENSG00000115694",4.86102282258018e-25,0.918477619283148
"ENSG00000115738",4.93375076930509e-20,0.876141377654425
"ENSG00000115758",1.7867254978872e-23,0.90718017998241
"ENSG00000115840",3.84569550189551e-31,0.950550052437076
"ENSG00000115966",1.01473072313335e-37,0.970952802914566
"ENSG00000115977",8.46169993902638e-36,0.966088269852514
"ENSG00000116106",5.71082607047573e-20,0.875473939490009
"ENSG00000116132",2.898039685178e-37,0.969866954105412
"ENSG00000116209",8.97837106632783e-31,0.949046354802842
"ENSG00000116212",1.68925847627004e-32,0.955711228925263
"ENSG00000116251",4.37545723075866e-31,0.950324137306099
"ENSG00000116288",2.26587727397001e-30,0.947350915678434
"ENSG00000116489",8.96344897711084e-35,0.963161793052998
"ENSG00000116667",5.02110483468439e-38,0.971658488934438
"ENSG00000116670",3.15269998263121e-28,0.937280829008022
"ENSG00000116685",3.64351106217881e-22,0.896469138359834
"ENSG00000116688",5.51044167725496e-33,0.957424175981458
"ENSG00000116741",1.22794997712281e-34,0.962752521452038
"ENSG00000116747",2.63115373012497e-34,0.96174238488439
"ENSG00000116863",1.25294766614569e-28,0.939304136519787
"ENSG00000116984",3.65192590471428e-30,0.946454255734722
"ENSG00000116991",1.41120360068736e-20,0.881699132611193
"ENSG00000117000",1.38570495781989e-32,0.956019160680775
"ENSG00000117020",6.93251758230462e-35,0.963492460351374
"ENSG00000117054",3.59900292337207e-32,0.954514980446239
"ENSG00000117118",9.29815222703599e-27,0.929244309420171
"ENSG00000117122",2.30031023803357e-35,0.964878256520714
"ENSG00000117139",2.64225892102701e-33,0.95851118245022
"ENSG00000117298",5.36751584228473e-28,0.93608258260172
"ENSG00000117318",3.02120113349704e-15,0.813022779617091
"ENSG00000117394",1.9317609017472e-25,0.921132511155503
"ENSG00000117448",3.10260540741689e-29,0.942237775345295
"ENSG00000117450",1.77217820415082e-18,0.858635467727325
"ENSG00000117505",4.29059157890356e-33,0.957797452944379
"ENSG00000117519",1.70096461179739e-24,0.914724171559383
"ENSG00000117525",4.32000928924653e-34,0.961070206852939
"ENSG00000117592",1.15445562855252e-30,0.948591549479701
"ENSG00000117748",9.83995802221258e-17,0.835756553186433
"ENSG00000117859",6.60654370427609e-35,0.963554107493894
"ENSG00000117868",3.48936070850301e-31,0.950719569494559
"ENSG00000117984",2.92823081023083e-28,0.937445313589512
"ENSG00000118046",1.5764178231733e-29,0.943607832923588
"ENSG00000118181",2.46122010299035e-28,0.9378304745482
"ENSG00000118194",2.53669825195872e-28,0.937763687755928
"ENSG00000118200",2.26634076992072e-40,0.97652824835805
"ENSG00000118217",1.06404344331385e-38,0.973153969297117
"ENSG00000118242",3.63560771811872e-28,0.936962187337495
"ENSG00000118369",2.36276389435744e-19,0.868789923876403
"ENSG00000118680",3.40784879934148e-21,0.887688203361599
"ENSG00000118689",7.66459633366917e-40,0.975509288733655
"ENSG00000118705",1.56033061774344e-16,0.832881811635964
"ENSG00000118804",2.1602729847629e-31,0.95154681672488
"ENSG00000119041",1.87320293243962e-33,0.959010129511606
"ENSG00000119203",5.57638828266027e-29,0.941023758728096
"ENSG00000119655",1.25898106981726e-24,0.915642020108333
"ENSG00000119689",2.81522686901452e-32,0.954907015963509
"ENSG00000119718",1.15714932690702e-35,0.965714199462979
"ENSG00000119899",1.51698822769726e-30,0.948092760181467
"ENSG00000119943",9.4854951717494e-30,0.944613725251599
"ENSG00000119979",2.81712441899528e-28,0.93753127841376
"ENSG00000120071",2.67332265290699e-31,0.951180950234773
"ENSG00000120137",5.63520950740626e-33,0.957390611496009
"ENSG00000120159",4.08538944663584e-33,0.957870169953421
"ENSG00000120306",4.8440891684945e-32,0.954036099903907
"ENSG00000120314",5.40077866839724e-19,0.864722096830844
"ENSG00000120327",2.917504235128e-35,0.964584275194912
"ENSG00000120451",1.16978101419391e-34,0.96281592011349
"ENSG00000120509",1.57122567804659e-34,0.962428778629216
"ENSG00000120675",1.56352884039971e-30,0.948037264684936
"ENSG00000120694",1.34033376832767e-31,0.952356202062657
"ENSG00000120885",9.27201941085529e-23,0.901483609128245
"ENSG00000120889",1.18349051368275e-27,0.934258195422105
"ENSG00000121057",1.65404843528653e-36,0.967972957666916
"ENSG00000121073",1.26551436746644e-30,0.94842434523287
"ENSG00000121361",1.14145184128685e-31,0.952625437855303
"ENSG00000121413",1.10795280314995e-31,0.952675196945468
"ENSG00000121577",7.17865655895256e-26,0.923880552380842
"ENSG00000121579",8.15649871455467e-22,0.893390889688307
"ENSG00000121769",5.67275452541374e-26,0.924519361242306
"ENSG00000121879",2.42439395420007e-35,0.964813489590258
"ENSG00000121892",1.23520305866713e-19,0.871889307766818
"ENSG00000122012",7.0063808672281e-30,0.945204812041435
"ENSG00000122026",2.23286018194579e-17,0.844643117671573
"ENSG00000122034",1.36919456625564e-31,0.952320373704876
"ENSG00000122068",2.30378805637054e-33,0.958710753839591
"ENSG00000122085",1.97090120958731e-32,0.955469986384105
"ENSG00000122176",1.80546803618236e-34,0.962245014940178
"ENSG00000122203",2.87445776659846e-30,0.946905927292232
"ENSG00000122218",5.59301123037437e-35,0.963766464221305
"ENSG00000122378",2.69381646522972e-30,0.947027711929727
"ENSG00000122390",2.93030394152233e-32,0.954843305734259
"ENSG00000122406",1.4139887967034e-31,0.952266181941678
"ENSG00000122483",3.99771669108733e-27,0.931343650945644
"ENSG00000122550",9.54901072615266e-19,0.86183896427138
"ENSG00000122566",2.98619463231024e-22,0.897214529498219
"ENSG00000122729",1.15489867561922e-37,0.970821095273957
"ENSG00000122786",2.21239691690063e-25,0.920747986378397
"ENSG00000122884",2.8809477427329e-31,0.951051855158609
"ENSG00000123066",1.10139935646912e-35,0.965773490329022
"ENSG00000123131",8.1096423547011e-24,0.909789144134391
"ENSG00000123159",1.52082880186018e-21,0.890944740491129
"ENSG00000123213",7.19664134651978e-33,0.957022193378272
"ENSG00000123297",4.60488569479652e-25,0.918635893870767
"ENSG00000123416",6.41873127858488e-31,0.949647069780682
"ENSG00000123472",3.66379853337987e-36,0.96706840518355
"ENSG00000123562",4.97131984736339e-34,0.960877657797873
"ENSG00000123575",2.40096028094772e-31,0.951365797601571
"ENSG00000123595",5.60495145013383e-31,0.94988767439949
"ENSG00000123728",2.80242194990596e-32,0.954914259760503
"ENSG00000123836",6.08681785110814e-33,0.957274836319933
"ENSG00000123908",6.56957453296278e-34,0.960492546648757
"ENSG00000124067",6.54149302064915e-25,0.917603730333463
"ENSG00000124104",1.33134734399169e-29,0.94394448231141
"ENSG00000124155",5.43331576326726e-30,0.945695929023937
"ENSG00000124172",2.33708264064464e-23,0.90627537529255
"ENSG00000124193",4.72881029978941e-33,0.957652775990887
"ENSG00000124214",7.74302359255164e-39,0.973450340641574
"ENSG00000124486",1.19372104122508e-36,0.968336589074535
"ENSG00000124532",5.71095359755974e-36,0.96655228125284
"ENSG00000124562",4.12587473160687e-29,0.941650814647426
"ENSG00000124575",9.71188000905704e-33,0.956566252631081
"ENSG00000124614",8.34524279072884e-25,0.9168796870363
"ENSG00000124659",5.9511147580365e-25,0.917883175432085
"ENSG00000124701",1.54070320826984e-30,0.948064280301508
"ENSG00000124743",3.85057274613995e-39,0.97409007689527
"ENSG00000124762",9.71601434216108e-24,0.909199111376327
"ENSG00000124766",3.25261813521899e-31,0.950841684202627
"ENSG00000124767",2.47742456524745e-28,0.937815971290159
"ENSG00000124795",1.28182843295311e-29,0.944019719306855
"ENSG00000124942",3.5525604021519e-19,0.866799861709085
"ENSG00000125149",1.08555953754993e-32,0.956395646669098
"ENSG00000125166",1.47815611956231e-27,0.933735577593737
"ENSG00000125266",2.86738420949967e-32,0.954877834822241
"ENSG00000125347",1.20888431647477e-32,0.9562301036064
"ENSG00000125354",3.21297793393474e-36,0.967219519225574
"ENSG00000125434",6.44245292884685e-33,0.957189352967806
"ENSG00000125633",4.46002950906595e-34,0.961026554765823
"ENSG00000125651",2.35216345844361e-28,0.93793054366206
"ENSG00000125656",4.34494472997765e-26,0.925236166620644
"ENSG00000125734",1.62996082668509e-30,0.947960747923402
"ENSG00000125741",1.83944398533343e-34,0.962220291523138
"ENSG00000125743",7.89939372646928e-23,0.902053693663988
"ENSG00000125753",1.45867974796991e-31,0.952213739692854
"ENSG00000125755",2.8646194648792e-29,0.942401025886986
"ENSG00000125779",1.10869201918144e-32,0.956363257856405
"ENSG00000125817",2.25148533508713e-32,0.955260677331766
"ENSG00000125827",2.15480937389827e-39,0.974609816756137
"ENSG00000125834",1.6704847006198e-32,0.955728661139596
"ENSG00000125845",2.36601002524445e-31,0.95139096739844
"ENSG00000125877",1.86142054300709e-29,0.943274691271914
"ENSG00000125912",2.01931207374244e-26,0.927256834639725
"ENSG00000125954",2.83515720605092e-33,0.958408213634351
"ENSG00000125970",7.54734685251353e-29,0.940386815329882
"ENSG00000125971",9.81408453121113e-35,0.963044384202566
"ENSG00000125991",1.99493662293078e-29,0.943135227584362
"ENSG00000126247",1.10673528590034e-38,0.973117059203445
"ENSG00000126261",3.27774160668666e-32,0.954664632705788
"ENSG00000126267",7.2397346596752e-22,0.893852359768261
"ENSG00000126432",2.68858775994498e-26,0.92650866774676
"ENSG00000126458",8.109801425541e-30,0.94492026581212
"ENSG00000126524",2.71376772403198e-32,0.954965304825536
"ENSG00000126602",3.672189857115e-22,0.896439646417687
"ENSG00000126768",5.06983279003179e-27,0.93075936248697
"ENSG00000126773",1.35698088449634e-34,0.962621644728392
"ENSG00000126777",4.55884759726357e-33,0.957707290604588
"ENSG00000126883",1.16117088281909e-32,0.95629213136089
"ENSG00000126945",6.48558922044072e-30,0.945354476491488
"ENSG00000127022",2.30669310997229e-36,0.967597778895813
"ENSG00000127074",6.44722179554834e-33,0.957188237882063
"ENSG00000127184",7.06873956319731e-26,0.923922590156536
"ENSG00000127325",6.53546086869041e-33,0.95716774749823
"ENSG00000127329",1.68211442513994e-34,0.962338711936594
"ENSG00000127511",2.49833274557986e-32,0.955096376424999
"ENSG00000127540",9.0300606009094e-30,0.944710175110118
"ENSG00000127603",9.10907635280489e-24,0.909410171930089
"ENSG00000127663",6.86541895942147e-31,0.94952723047174
"ENSG00000127838",5.65509584657151e-28,0.935963786102254
"ENSG00000127952",8.18208366771153e-32,0.953178579354711
"ENSG00000127955",3.44844447244492e-34,0.961377160220304
"ENSG00000127980",3.44626320455052e-33,0.958121611095164
"ENSG00000127995",1.46178743750224e-33,0.959366035668936
"ENSG00000128262",1.48213005856957e-32,0.955914828371881
"ENSG00000128335",3.28691220446015e-32,0.954660168260945
"ENSG00000128342",5.43733154138076e-21,0.885755386567937
"ENSG00000128463",4.83060433474235e-33,0.957621023615163
"ENSG00000128524",6.46632209493168e-23,0.90276110144765
"ENSG00000128534",2.61010188198947e-32,0.955027072759618
"ENSG00000128585",2.56100046233269e-34,0.961778678854562
"ENSG00000128591",4.19793893697065e-24,0.911905172729806
"ENSG00000128595",5.70092013994034e-32,0.953771397383012
"ENSG00000128739",7.71871765918788e-25,0.917112443053872
"ENSG00000128849",2.79823842202979e-36,0.96737782018406
"ENSG00000128881",3.52402799264938e-33,0.958088719053213
"ENSG00000128891",1.79137632598823e-30,0.947786676982254
"ENSG00000128928",1.73929960938019e-30,0.947841125127041
"ENSG00000128951",4.15578565003061e-31,0.950414431954903
"ENSG00000129083",2.17504380294022e-21,0.889513137101598
"ENSG00000129084",7.61232313594517e-29,0.94036867187038
"ENSG00000129103",4.08013762542131e-22,0.89604253401099
"ENSG00000129116",1.11102325541808e-34,0.962883124964977
"ENSG00000129250",9.26908821675114e-17,0.836125229170684
"ENSG00000129292",8.73899739537318e-34,0.960094337574322
"ENSG00000129347",9.11005286836564e-24,0.909409821604472
"ENSG00000129351",7.75416687560141e-25,0.9170987962021
"ENSG00000129472",4.28404886879666e-35,0.964103808887364
"ENSG00000129521",1.88413151418838e-30,0.947693371027938
"ENSG00000129625",4.84405783615446e-25,0.918487851301237
"ENSG00000129925",5.78657516232955e-27,0.930431935699129
"ENSG00000129968",4.90577754920721e-30,0.945891925873468
"ENSG00000130202",1.40925314332071e-32,0.955993050047747
"ENSG00000130203",5.94063628808351e-19,0.86424465397699
"ENSG00000130311",1.82647754606706e-30,0.947750831361539
"ENSG00000130312",1.4636827554062e-31,0.952207965641536
"ENSG00000130313",1.39379135705085e-25,0.922049861659426
"ENSG00000130332",1.11903775971671e-30,0.948648146602878
"ENSG00000130402",2.27436722803775e-24,0.913828100378971
"ENSG00000130489",1.66275974757503e-30,0.947924071575696
"ENSG00000130511",1.67309064776735e-31,0.951981909690943
"ENSG00000130560",3.34086273588071e-32,0.95463414461071
"ENSG00000130590",8.54641547587718e-34,0.960125581655557
"ENSG00000130600",0,1
"ENSG00000130706",2.2988156797763e-22,0.89818606662286
"ENSG00000130725",1.45858468861673e-15,0.818134561971928
"ENSG00000130731",3.7821981759213e-29,0.941830561453397
"ENSG00000130779",6.75243213282629e-27,0.93004768354938
"ENSG00000130803",1.61431243216819e-33,0.95922397670739
"ENSG00000130810",1.91800036118971e-33,0.95897604613275
"ENSG00000130811",1.15617953585758e-25,0.922570150499773
"ENSG00000130816",1.03237131076851e-32,0.956472715905131
"ENSG00000130856",1.12060877811703e-30,0.948645599784311
"ENSG00000131043",8.36213855844753e-31,0.94917424096334
"ENSG00000131051",9.97959273801794e-32,0.952849435653161
"ENSG00000131080",2.0361504311076e-16,0.831196995208517
"ENSG00000131174",2.16808729885541e-16,0.830796848805542
"ENSG00000131238",1.57634021523011e-36,0.968026873160638
"ENSG00000131435",1.40719321353713e-30,0.948230471251156
"ENSG00000131469",2.25582855834053e-25,0.920692715802899
"ENSG00000131495",1.21624304995947e-25,0.922429527130318
"ENSG00000131558",4.35966678568731e-33,0.957773727622621
"ENSG00000131584",5.67246948064595e-32,0.953779551755079
"ENSG00000131828",8.88324346256281e-29,0.940040908794279
"ENSG00000131871",9.28349322089343e-31,0.9489861335855
"ENSG00000131899",4.95087984690355e-30,0.945874393618554
"ENSG00000131981",1.42261862708413e-14,0.801602962619807
"ENSG00000132109",1.28045708930242e-33,0.959554819958697
"ENSG00000132155",1.2960876691672e-25,0.922252603487665
"ENSG00000132182",1.31742343093786e-28,0.939195860802784
"ENSG00000132205",3.62462788854263e-15,0.811719583313189
"ENSG00000132305",3.22872815628278e-34,0.961466375057104
"ENSG00000132313",1.09546180657629e-30,0.948686785748356
"ENSG00000132356",7.01369371331983e-39,0.973541899989804
"ENSG00000132388",6.88081795538311e-30,0.945239890462492
"ENSG00000132463",3.04444711703885e-19,0.867556808389108
"ENSG00000132466",1.87177362117281e-38,0.97261906340782
"ENSG00000132507",4.40370020039038e-28,0.936531014447519
"ENSG00000132522",2.36546047138587e-30,0.947270749945009
"ENSG00000132561",4.80598972311999e-21,0.886269403308964
"ENSG00000132591",3.11323927446517e-31,0.950917649221068
"ENSG00000132603",8.77423397886068e-33,0.956721245753963
"ENSG00000132669",4.02023044511753e-32,0.954337177771742
"ENSG00000132676",1.20613161897931e-31,0.952533223426904
"ENSG00000132688",1.03889510176467e-25,0.922866275790083
"ENSG00000132953",1.85448047547977e-34,0.962209490118205
"ENSG00000132963",4.88498491868808e-29,0.941300137492631
"ENSG00000133026",8.82840274016786e-31,0.94907668040249
"ENSG00000133030",9.62768391913357e-30,0.944584526000648
"ENSG00000133112",1.60842522251625e-18,0.859143013121533
"ENSG00000133169",3.91140428584425e-28,0.936798056090302
"ENSG00000133275",2.9502722058137e-29,0.942340814699123
"ENSG00000133398",5.58982306435601e-33,0.957402737485717
"ENSG00000133454",2.74092820563719e-30,0.94699520849715
"ENSG00000133606",8.10215913370521e-29,0.940236509704047
"ENSG00000133639",9.51520437919047e-29,0.939894421683648
"ENSG00000133657",1.26455736683567e-23,0.908331452817941
"ENSG00000133706",5.82844699461656e-31,0.949818402068593
"ENSG00000133816",6.60594431083039e-18,0.851548213635148
"ENSG00000133961",1.4668792204758e-36,0.968107337585169
"ENSG00000134013",1.32067823935667e-32,0.956093548847398
"ENSG00000134107",6.60434689548649e-25,0.917575423591829
"ENSG00000134247",2.78388621067251e-41,0.978182545152769
"ENSG00000134287",1.59107872272206e-35,0.965329298715281
"ENSG00000134291",8.42383887414062e-30,0.944846100346676
"ENSG00000134294",5.4803338311811e-34,0.960743425628007
"ENSG00000134308",2.32345663684185e-24,0.913761846051619
"ENSG00000134313",1.01606402310458e-27,0.934614281110879
"ENSG00000134318",1.03850630854892e-35,0.965843956445759
"ENSG00000134333",3.16586468686213e-29,0.942196412047388
"ENSG00000134363",1.01965456985545e-34,0.962994761772053
"ENSG00000134419",2.50386051075656e-24,0.913529417017398
"ENSG00000134440",4.23337319404882e-27,0.931203262090826
"ENSG00000134444",7.38116180626598e-36,0.966250244596001
"ENSG00000134452",2.73136438769417e-30,0.947001763002985
"ENSG00000134571",4.7993162135632e-20,0.876267011776802
"ENSG00000134590",4.97272825399771e-37,0.969292316580866
"ENSG00000134597",8.36686607251722e-33,0.956793624620089
"ENSG00000134602",1.71708201645183e-34,0.962311495456485
"ENSG00000134755",1.30394759552854e-32,0.956113259162082
"ENSG00000134759",1.56151248026627e-31,0.95209872440106
"ENSG00000134780",1.05468019309946e-32,0.956439934943043
"ENSG00000134851",1.35978693250503e-32,0.956048398190063
"ENSG00000134871",1.2942216521333e-23,0.908254695257403
"ENSG00000134884",2.53272701812311e-32,0.95507473674655
"ENSG00000134910",6.7770615102354e-35,0.963521502889343
"ENSG00000134982",5.98982596547519e-17,0.838791201014862
"ENSG00000134986",1.07615781980601e-40,0.977129860612565
"ENSG00000135074",1.32420534073105e-34,0.962653713822194
"ENSG00000135148",5.20185748694106e-34,0.960815295514978
"ENSG00000135250",1.15867246486401e-25,0.92256417546725
"ENSG00000135299",1.5942318504761e-31,0.952063656748225
"ENSG00000135387",5.30598835386392e-28,0.936108793953828
"ENSG00000135390",4.93502359779978e-26,0.924894742479282
"ENSG00000135404",5.0557279871475e-24,0.911312992776657
"ENSG00000135424",2.64390135801922e-26,0.926552692209811
"ENSG00000135446",1.44533660492265e-35,0.965445875187166
"ENSG00000135469",5.1155942668539e-20,0.875976572552052
"ENSG00000135535",9.66128974340489e-38,0.971002605668593
"ENSG00000135677",8.07909798366956e-34,0.960204314223424
"ENSG00000135709",4.37357985469896e-32,0.954201372200936
"ENSG00000135720",2.97988412556913e-25,0.919896895621499
"ENSG00000135744",1.8116228942352e-24,0.914530592859649
"ENSG00000135862",1.39925691630104e-34,0.962581365446661
"ENSG00000135916",8.77682551796813e-27,0.929389913215297
"ENSG00000135919",2.9899007139147e-31,0.950987657156311
"ENSG00000135940",1.51104263527387e-17,0.846894391416418
"ENSG00000135956",2.46638640731744e-33,0.958611586460853
"ENSG00000135966",8.91634077195101e-33,0.956696757332093
"ENSG00000136003",2.15608357367592e-27,0.932838342579989
"ENSG00000136068",7.63450199033361e-25,0.917145106915492
"ENSG00000136156",2.30489483825157e-27,0.93267840871458
"ENSG00000136238",2.00359034925517e-33,0.958913008419679
"ENSG00000136270",7.68057929429693e-28,0.935262363205862
"ENSG00000136271",3.58239364023872e-28,0.936995231973197
"ENSG00000136319",6.92020088081251e-32,0.953454361828724
"ENSG00000136381",1.99902166949981e-33,0.958916307102389
"ENSG00000136450",1.78567656116289e-22,0.899114955360859
"ENSG00000136542",2.32970300541791e-31,0.95141749665973
"ENSG00000136560",6.61122226116211e-39,0.973596441645036
"ENSG00000136574",6.45561875403138e-20,0.874911581163472
